来源作者,期刊,年度(期),标题,作者,机构,下载量,页码,页数,大小
贺灿飞,人文地理 .,"2023 ,38 (01)",区域经济韧性：研究综述与展望,贺灿飞 盛涵天,北京大学城市与环境学院,下载：6543,页码：1-10,页数：10,大小：1931K
贺灿飞,城市问题 .,2023 (01),环境规制与污染密集型产业出口——基于中国地级市的实证研究,"盛涵天1 汤慧桢1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学林肯研究院城市发展与土地政策研究中心,下载：1567,页码：69-78,页数：10,大小：446K
贺灿飞,地理研究 .,"2023 ,42 (01)",中国资源型城市产业结构升级对土地利用效率的影响,"宋洋1,2 贺灿飞1,2 YEUNG Godfrey3 徐阳4",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心 3.新加坡国立大学地理系 4.武汉大学经济与管理学院,下载：5611,页码：86-105,页数：20,大小：2198K
贺灿飞,地理科学 .,查看该刊数据库收录来源,中间产品进口时空格局演化及其知识溢出效应,"郭佳宏1 马佳卉1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：74,页数：12,大小：781K,
贺灿飞,地理科学 .,"2022 ,42 (12)",中间产品进口时空格局演化及其知识溢出效应,"郭佳宏1 马佳卉1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：929,页码：2085-2096,页数：12,大小：1299K
贺灿飞,中国农业资源与区划 .,"2022 ,43 (11)",基于二元边际和贸易关系的中国农产品出口动态研究,"汤鑫1,2 贺灿飞1,2 王文宇1",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：708,页码：178-189,页数：12,大小：2941K
贺灿飞,科技智囊 .,2022 (09),基于演化视角的区域高质量发展及其对新时代首都的启示,贺灿飞,北京大学城市与环境学院,下载：330,页码：4-6,页数：3,大小：967K
贺灿飞,地理科学进展 .,"2022 ,41 (07)",企业本地根植对城市出口产品结构动态的影响研究,"齐放1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：886,页码：1195-1212,页数：18,大小：2532K
贺灿飞,中国软科学 .,2022 (07),中国国际科研合作网络的时空演化特征与驱动力,"贺灿飞1,2 李文韬1",1.北京大学城市与环境学院 2.北京大学林肯研究院城市发展与土地政策研究中心,下载：1925,页码：70-81,页数：12,大小：2095K
贺灿飞,经济地理 .,"2022 ,42 (06)",贸易中介对于企业出口产品多样化的影响,"蒋晟1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：1129,页码：92-102,页数：11,大小：1712K
贺灿飞,地理学报 .,"2022 ,77 (06)",“双循环”新格局与京津冀高质量协同发展——基于价值链分工和要素流动视角,"贺灿飞1,2 任卓然1,2 王文宇1",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：5381,页码：1339-1358,页数：20,大小：3395K
贺灿飞,地理研究 .,"2022 ,41 (06)",外资效应、经济复杂度与内资企业出口市场拓展,"任卓然1,2 徐青文1,2 贺灿飞1,2 李伟3",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心 3.南京师范大学地理科学学院,下载：1916,页码：1554-1576,页数：23,大小：4317K
贺灿飞,地理科学进展 .,"2022 ,41 (05)",区域产业相关多样化和非相关多样化对中国出口市场多样化的影响,"蒋晟1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：1458,页码：770-784,页数：15,大小：1583K
贺灿飞,自然资源学报 .,"2022 ,37 (05)",中国环境产品进出口贸易对碳排放的影响,毛熙彦1 贺灿飞2 王佩玉1 许蕊1 胡醒木子1 贺舒琪2,1.南京大学地理与海洋科学学院 2.北京大学城市与环境学院,下载：3543,页码：1321-1337,页数：17,大小：1577K
贺灿飞,人文地理 .,"2022 ,37 (02)",基于关系视角的企业直接投资区位选择——过程与机理,"俞国军1 贺灿飞2,3 朱华友4",1.中共浙江省委党校浙江发展战略研究院 2.北京大学城市与环境学院 3.北京大学—林肯研究院城市发展与土地政策研究中心 4.浙江师范大学经济与管理学院,下载：967,页码：150-157,页数：8,大小：5874K
贺灿飞,地理科学进展 .,"2022 ,41 (03)",关系经济地理学与贸易网络研究进展,"王文宇1 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：3255,页码：461-476,页数：16,大小：1301K
贺灿飞,区域经济评论 .,2022 (02),区域高质量发展：演化经济地理学视角,贺灿飞1 李伟2,1.北京大学城市与环境学院 2.南京师范大学地理科学学院,下载：2792,页码：33-42,页数：10,大小：1279K
贺灿飞,经济研究 .,"2022 ,57 (02)",区域潜在比较优势与出口升级,周沂1 贺灿飞2 杨汝岱3,1.四川大学经济学院 2.北京大学城市与环境学院 3.北京大学经济学院,下载：7512,页码：125-141,页数：17,大小：431K
贺灿飞,地理学报 .,"2022 ,77 (02)",多维邻近性、贸易壁垒与中国——世界市场的产业联系动态演化,"贺灿飞1,2 余昌达1",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：3553,页码：275-294,页数：20,大小：1979K
贺灿飞,世界地理研究 .,"2022 ,31 (01)",中国纺织业出口贸易网络扩张,"吴婉金1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：2562,页码：12-28,页数：17,大小：1407K
贺灿飞,地理研究 .,"2022 ,41 (01)",探索面向可持续发展的经济地理学——“环境经济地理学的创新与发展”专辑序言,贺灿飞1 毛熙彦2,1.北京大学城市与环境学院 2.南京大学地理与海洋科学学院,下载：1133,页码：1-3,页数：3,大小：1386K
贺灿飞,地理研究 .,"2022 ,41 (01)",环境经济地理学的研究现状与挑战,毛熙彦1 贺灿飞2,1.南京大学地理与海洋科学学院 2.北京大学城市与环境学院,下载：2104,页码：4-17,页数：14,大小：2012K
贺灿飞,地理科学进展 .,"2021 ,40 (12)",演化经济地理视角下的经济复杂度与区域经济发展研究进展,"任卓然1,2 贺灿飞1,2 王文宇1",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：3880,页码：2101-2115,页数：15,大小：1572K
贺灿飞,地理科学 .,"2021 ,41 (12)",“忆”彩纷呈——《地理科学》创刊四十年笔谈,"陈发虎1,2,3 吕宪国4,5,6,7 顾朝林8,9 岳天祥10,11,12 柴彦威13,14,3,15,16 张平宇4,17 汤茂林18 朱竑19,20 贺灿飞13,21,3,22,23 甄峰24,25,26,27,3,28,29,30 王姣娥10,31,32",1.中科院青藏高原研究所 2.中国科学院 3.中国地理学会 4.中国科学院东北地理与农业生态研究所 5.国家湿地科学技术委员会 6.全国湿地保护标准化技术委员会 7.国家湿地研究中心理事会 8.清华大学 9.中国未来研究会 10.中国科学院地理科学与资源研究所 11.生态环境信息学研究室 12.中国科学院大学生态环境信息学 13.北京大学城市与环境学院 14.北京大学城市与环境学院智慧城市研究与规划中心 15.行为地理专业委员会 16.中国城市科学研究会城市大数据专业委员会 17.东北区域发展研究中心 18.南京师范大学地理科学学院 19.广东省城市与移民研究中心 20.广州大学华南城市与移民研究中心 21.教育部地理科学类教学指导委员会 22.中国区域科学协会 23.全国经济地理研究会 24.南京大学建筑与城市规划学院 25.南京大学智慧城市校友会 26.江苏省智慧城市设计仿真与可视化工程实验室 27.江苏省智慧城市研究基地 28.城市地理专业委员会 29.中国自然资源学会 30.国土空间规划研究专业委员会 31.经济地理与区域发展研究室 32.中国科学院区域可持续发展分析与模拟重点实验室,下载：504,页码：2063-2074,页数：12,大小：1687K
贺灿飞,地理研究 .,"2021 ,40 (12)",贸易壁垒、市场相关多样化与城市出口韧性,"王文宇1 任卓然1,2 李伟3 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心 3.南京师范大学地理科学学院,下载：6208,页码：3287-3301,页数：15,大小：4279K
贺灿飞,经济地理 .,"2021 ,41 (11)",贸易壁垒、贸易协定与中国制造业出口网络演化,"王文宇1 贺灿飞1,2 陈新明3",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心 3.首都师范大学管理学院,下载：2118,页码：118-128,页数：11,大小：2404K
贺灿飞,经济地理 .,"2021 ,41 (10)",环境经济地理研究的理论演进与展望,贺灿飞1 毛熙彦2 彭建1,1.北京大学城市与环境学院 2.南京大学地理与海洋科学学院,下载：3007,页码：70-78,页数：9,大小：1749K
贺灿飞,中国工业经济 .,2021 (10),供给侧路径、需求侧路径与出口比较优势提升,贺灿飞 陈韬,北京大学城市与环境学院,下载：16,页码：100-118,页数：19,大小：1896K
贺灿飞,中国工业经济 .,2021 (10),供给侧路径、需求侧路径与出口比较优势提升,贺灿飞 陈韬,北京大学城市与环境学院,下载：5286,页码：98-116,页数：19,大小：2012K
贺灿飞,地理科学 .,查看该刊数据库收录来源,中国环境经济地理的研究主题展望,贺灿飞1 毛熙彦2,1.北京大学城市与环境学院 2.南京大学地理与海洋科学学院,下载：85,页数：8,大小：488K,
贺灿飞,地理科学 .,"2021 ,41 (09)",中国环境经济地理的研究主题展望,贺灿飞1 毛熙彦2,1.北京大学城市与环境学院 2.南京大学地理与海洋科学学院,下载：1188,页码：1497-1504,页数：8,大小：807K
贺灿飞,地理学报 .,"2021 ,76 (08)",中国工业地理学的传承发展与转型,"贺灿飞1,2 王文宇1 郭琪3",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心 3.南开大学经济与社会发展研究院,下载：3627,页码：1815-1834,页数：20,大小：2605K
贺灿飞,地理研究 .,"2021 ,40 (08)",中国产业地理集聚与区域出口经济复杂度,"贺灿飞1,2 任卓然1,2 叶雅玲3",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心 3.北京大学城市规划与设计学院,下载：2350,页码：2119-2140,页数：22,大小：8771K
贺灿飞,自然资源学报 .,"2021 ,36 (07)",中国矿产资源贸易网络演化,"王文宇1 贺灿飞1,2 任卓然1,2",1.北京大学城市与环境学院 2.北京大学林肯研究院城市发展与土地政策研究中心,下载：1975,页码：1893-1908,页数：16,大小：3672K
贺灿飞,区域经济评论 .,2021 (04),“双循环”新发展格局下中国产业空间布局优化,"贺灿飞1,2 王文宇1 朱晟君1",1.北京大学城市与环境学院 2.北京大学——林肯研究院城市发展与土地政策研究中心,下载：3893,页码：54-63,页数：10,大小：1352K
贺灿飞,人文地理 .,"2021 ,36 (03)",中国食品出口贸易地理网络演化,"贺灿飞1,2 吴婉金1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：1542,页码：24-36,页数：13,大小：12248K
贺灿飞,世界地理研究 .,"2021 ,30 (03)",“互联网+”对中国制造业就业的影响,"徐梦冉1 李振发2 贺灿飞1,3 李伟4,5",1.北京大学城市与环境学院 2.北京大学城市规划与设计学院 3.北京大学-林肯研究院城市发展与土地政策研究中心 4.中国宏观经济研究院 5.中国人民大学经济学院,下载：1127,页码：577-588,页数：12,大小：2586K
贺灿飞,北京观察 .,2021 (05),提升北京高端制造业,贺灿飞,北京大学城市和环境学院,下载：284,页码：49,页数：1,大小：1685K
贺灿飞,地理研究 .,"2021 ,40 (05)",企业所有制结构与中国区域产业演化路径 全文替换,"李伟1,2 贺灿飞3,4",1.中国宏观经济研究院 2.中国人民大学经济学院 3.北京大学城市与环境学院 4.北京大学-林肯研究院城市发展与土地政策研究中心,下载：2028,页码：1295-1319,页数：25,大小：5715K
贺灿飞,地理科学进展 .,"2021 ,40 (04)",中国区域产业演化路径——基于技术关联性与技术复杂性的研究,"李伟1,2 贺灿飞3,4",1.中国宏观经济研究院 2.中国人民大学经济学院 3.北京大学城市与环境学院 4.北京大学—林肯研究院城市发展与土地政策研究中心,下载：3320,页码：620-634,页数：15,大小：20573K
贺灿飞,城市发展研究 .,"2021 ,28 (04)",三旧改造对广东省城市工业用地出让的影响研究,"黄志基1,2 戴晓冕1 贺灿飞2,3",1.中央财经大学政府管理学院 2.北京大学-林肯研究院城市发展与土地政策研究中心 3.北京大学城市与环境学院,下载：1356,页码：37-48,页数：12,大小：2697K
贺灿飞,地理科学 .,查看该刊数据库收录来源,中国出口导向型外资企业时空演化与出口增衰机制,"夏昕鸣1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：60,页数：10,大小：2470K,
贺灿飞,地理科学 .,"2021 ,41 (04)",中国出口导向型外资企业时空演化与出口增衰机制,"夏昕鸣1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学一林肯研究院城市发展与土地政策研究中心,下载：659,页码：588-597,页数：10,大小：1643K
贺灿飞,地理科学 .,"2021 ,41 (03)",地方嵌入对在华外资企业出口市场多元化的影响,贺灿飞1 任卓然2,1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：944,页码：369-379,页数：11,大小：3532K
贺灿飞,地理研究 .,"2021 ,40 (03)",地方集群网络、信息溢出效应与中国ICT产品出口地理网络扩张,"谢玉欢1 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：1390,页码：689-707,页数：19,大小：7769K
贺灿飞,地理研究 .,"2021 ,40 (02)",从生产能力到转产能力——基于对疫情期间中国转产情况的思考,"朱晟君1 殷子涵1,2 杨博飞1 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学-林肯土地与政策研究院,下载：1475,页码：293-309,页数：17,大小：4845K
贺灿飞,经济地理 .,"2021 ,41 (02)",中国省区出口贸易地理格局演变与贸易网络拓展,"齐放1,2 贺灿飞1,2 张玮1",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：2524,页码：35-46,页数：12,大小：4169K
贺灿飞,地理研究 .,"2021 ,40 (01)",中国电子机械制造业产品内出口贸易空间布局,"李振发1 贺灿飞2,3",1.伦敦大学学院巴特雷特规划学院 2.北京大学城市与环境学院 3.北京大学-林肯研究院城市发展与土地政策研究中心,下载：1018,页码：119-137,页数：19,大小：3995K
贺灿飞,地理学报 .,"2020 ,75 (12)",中国产业发展与布局的关联法则,"贺灿飞1,2 朱晟君1",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：4045,页码：2684-2698,页数：15,大小：2422K
贺灿飞,科技管理研究 .,"2020 ,40 (23)",空间一体化视角下高技术产业创新增长研究,董亚宁1 顾芸2 李嘉3 贺灿飞1,1.北京大学城市与环境学院 2.首都经济贸易大学城市经济与公共管理学院 3.中国宏观经济研究院投资研究所,下载：463,页码：1-6,页数：6,大小：1243K
贺灿飞,区域经济评论 .,2020 (06),区域新产业发展路径：研究述评与展望,"李伟1,2 贺灿飞3",1.中国宏观经济研究院 2.中国人民大学经济学院 3.北京大学城市与环境学院,下载：1455,页码：12-24,页数：13,大小：1374K
贺灿飞,地理科学进展 .,"2020 ,39 (10)",国际贸易地理研究进展,"陈韬1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：2174,页码：1732-1746,页数：15,大小：1814K
贺灿飞,经济管理 .,"2020 ,42 (08)","越负债,越投资?——住房金融化下的房企负债-投资行为与空间分异","李嘉1 董亚宁2 贺灿飞2,3",1.中国宏观经济研究院投资研究所 2.北京大学城市与环境学院 3.北京大学-林肯土地研究院城市发展与土地政策研究中心,下载：1818,页码：171-189,页数：19,大小：2358K
贺灿飞,人文地理 .,"2020 ,35 (04)",中国电子机械制造业出口产品贸易网络研究——基于产品内分工与贸易视角,"李振发1 贺灿飞2,3",1.北京大学城市规划与设计学院 2.北京大学城市与环境学院 3.北京大学—林肯研究院城市发展与土地政策研究中心,下载：1080,页码：99-110,页数：12,大小：5927K
贺灿飞,干旱区地理 .,"2020 ,43 (04)",自主探索还是追随前沿？——中国高技术出口产业地理演化路径辨析,刘洁敏 贺灿飞,北京大学城市与环境学院,下载：454,页码：1077-1087,页数：11,大小：2029K
贺灿飞,区域经济评论 .,2020 (04),中国开发区政策对制造业产品出口的效应研究,"徐梦冉1 贺灿飞2 李伟3,4",1.伦敦大学学院巴特雷特规划学院 2.北京大学城市与环境学院 3.中国宏观经济研究院 4.中国人民大学经济学院,下载：560,页码：89-99,页数：11,大小：1500K
贺灿飞,城市发展研究 .,"2020 ,27 (06)",城市新产业与城市经济增长:演化经济地理学视角,"李伟1,2 贺灿飞3,4",1.中国宏观经济研究院 2.中国人民大学经济学院 3.北京大学城市与环境学院 4.北京大学—林肯研究院城市发展与土地政策研究中心,下载：1983,页码：51-61+173,页数：12,大小：2534K
贺灿飞,城市与环境研究 .,2020 (02),全球-地方互动与中国城市产业创新,贺灿飞 谭卓立,北京大学城市与环境学院,下载：753,页码：3-23,页数：21,大小：1615K
贺灿飞,地理研究 .,"2020 ,39 (06)",产业集群韧性：技术创新、关系治理与市场多元化,"俞国军1 贺灿飞1,2 朱晟君1",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：5069,页码：1343-1356,页数：14,大小：2063K
贺灿飞,中国工业经济 .,2020 (05),出口集聚、企业相关生产能力与企业出口扩展,郭琪1 周沂 贺灿飞2,1.南开大学经济与社会发展研究院 2.北京大学城市与环境学院,下载：4196,页码：137-155,页数：19,大小：2027K
贺灿飞,地理学报 .,"2020 ,75 (04)",贸易保护、出口溢出效应与中国出口市场拓展,"贺灿飞1,2 余昌达1 金璐璐1",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：2242,页码：665-680,页数：16,大小：3029K
贺灿飞,人文地理 .,"2020 ,35 (02)",沉没成本、制度环境与企业出口地理动态,"胡绪千1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：746,页码：75-83,页数：9,大小：1913K
贺灿飞,热带地理 .,"2020 ,40 (04)",中国金融包容区域差异:地理包容能否带动业务包容?,"李振发1 林文盛2 叶雅玲1 贺灿飞2,3",1.北京大学城市规划与设计学院 2.北京大学城市与环境学院 3.北京大学—林肯研究院城市发展与土地政策研究中心,下载：327,页码：709-720,页数：12,大小：1365K
贺灿飞,世界地理研究 .,"2020 ,29 (02)",中国城市间投融资网络结构及其影响因素,"叶雅玲1 林文盛2 李振发1 贺灿飞2,3",1.北京大学城市规划与设计学院 2.北京大学城市与环境学院 3.北京大学—林肯研究院城市发展与土地政策研究中心,下载：1374,页码：307-316,页数：10,大小：2965K
贺灿飞,经济地理 .,"2020 ,40 (03)",企业家精神与南昌众创空间涌现——基于演化经济地理学视角,"俞国军1 贺灿飞1,2 朱晟君1",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：1597,页码：141-151+159,页数：12,大小：1549K
贺灿飞,经济地理 .,"2020 ,40 (01)",“一带一路”沿线国家投资环境评价,"夏昕鸣1,2 谢玉欢1 吴婉金1,2 朱晟君1 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：3257,页码：21-33,页数：13,大小：4205K
贺灿飞,区域经济评论 .,2020 (01),演化经济地理学与区域发展,"贺灿飞1 李伟2,3",1.北京大学城市与环境学院 2.中国宏观经济研究院 3.中国人民大学经济学院,下载：2824,页码：39-54,页数：16,大小：1384K
贺灿飞,世界地理研究 .,"2019 ,28 (06)",地缘关系对中国出口增长的影响,"贺灿飞1,2 胡绪千1,2 杨文韬1",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：1050,页码：1-10,页数：10,大小：1021K
贺灿飞,地理研究 .,"2019 ,38 (11)",贸易保护如何改变中国光伏出口目的国格局？,"朱向东1,2 贺灿飞1,2 朱晟君1",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：1136,页码：2565-2577,页数：13,大小：4055K
贺灿飞,地理科学进展 .,"2019 ,38 (10)",“经济全球化与中国区域发展”专辑序言,"贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：612,页码：1447-1448,页数：2,大小：666K
贺灿飞,地理科学进展 .,"2019 ,38 (10)",区域发展的“全球-地方”互动机制研究,"毛熙彦1 贺灿飞2,3",1.南京大学地理与海洋科学学院 2.北京大学城市与环境学院 3.北京大学-林肯研究院城市发展与土地政策研究中心,下载：2165,页码：1449-1461,页数：13,大小：1414K
贺灿飞,地理科学进展 .,"2019 ,38 (10)",区域一体化与制度距离作用下的中国企业跨境并购,"贺灿飞1,2 李振发3 陈航航3",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心 3.北京大学城市规划与设计学院,下载：944,页码：1501-1513,页数：13,大小：2334K
贺灿飞,地理科学进展 .,"2019 ,38 (10)",中国出口贸易韧性空间差异性研究,"贺灿飞1,2 夏昕鸣1,2 黎明1",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：5334,页码：1558-1570,页数：13,大小：1747K
贺灿飞,地理科学进展 .,"2019 ,38 (10)",中间产品贸易网络结构及其演化的影响因素探究——基于贸易成本视角,"马佳卉1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学-林肯土地与政策研究院,下载：1502,页码：1607-1620,页数：14,大小：1533K
贺灿飞,地理学报 .,"2019 ,74 (10)",1978年改革开放以来中国工业地理格局演变,"贺灿飞1,2 胡绪千1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：3284,页码：1962-1979,页数：18,大小：2281K
贺灿飞,地理研究 .,"2019 ,38 (09)",中国企业出口动态的空间差异性,"胡绪千1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：911,页码：2129-2147,页数：19,大小：3116K
贺灿飞,中国工业经济 .,2019 (07),外部需求冲击、相关多样化与出口韧性,贺灿飞 陈韬,北京大学城市与环境学院,下载：18095,页码：61-80,页数：20,大小：1864K
贺灿飞,地理学报 .,"2019 ,74 (06)",中国城市出口产品演化,周沂1 贺灿飞2,1.四川大学经济学院 2.北京大学城市与环境学院,下载：2004,页码：1097-1111,页数：15,大小：2308K
贺灿飞,地理科学进展 .,"2019 ,38 (05)",全球-地方出口溢出效应对新企业进入出口市场的影响,"贺灿飞1,2 胡绪千1,2 罗芊1,2",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：982,页码：731-744,页数：14,大小：5749K
贺灿飞,干旱区地理 .,"2019 ,42 (03)",西北五省区经济开发区空间格局演变与主导产业变迁,"蔡高明1,2 李志斌3 高原4 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学林肯研究院城市发展与土地政策研究中心 3.北京大学政府管理学院 4.清华大学建筑学院,下载：977,页码：625-635,页数：11,大小：7106K
贺灿飞,经济地理 .,"2019 ,39 (04)",贸易保护视角下中国出口导向型外资企业产品演化,"夏昕鸣1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心,下载：1030,页码：109-117,页数：9,大小：2090K
贺灿飞,地理科学 .,"2018 ,38 (10)",集聚经济、政策激励与中国计算机制造业空间格局——基于贸易数据的实证研究,贺灿飞 朱向东 孔莹晖 李伟,1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心,下载：1357,页码：1579-1588,页数：10,大小：6049K
贺灿飞,地域研究与开发 .,"2018 ,37 (04)",环境规制与中国城市工业SO2减排,"朱向东1,2 贺灿飞1,2 刘海猛3,4 周沂5",1.北京大学城市与环境学院 2.北京大学林肯研究院城市发展与土地政策研究中心 3.中国科学院地理科学与资源研究所 4.中国科学院区域可持续发展分析与模拟重点实验室 5.四川大学经济学院,下载：902,页码：131-137,页数：7,大小：432K
贺灿飞,地理科学进展 .,"2018 ,37 (07)",中国出口产品地区专业化,"李振发1 贺灿飞2,3 黎斌2,3",1.北京大学城市规划与设计学院 2.北京大学城市与环境学院 3.北京大学—林肯研究院城市发展与土地政策研究中心,下载：848,页码：963-975,页数：13,大小：1587K
贺灿飞,经济地理 .,"2018 ,38 (07)",金融地理学研究综述与展望,"李振发1 徐梦冉2 贺灿飞2,3 潘峰华4",1.北京大学城市规划与设计学院 2.北京大学城市与环境学院 3.北京大学—林肯研究院城市发展与土地政策研究中心 4.北京师范大学地理科学学部地理学院,下载：2461,页码：7-15,页数：9,大小：2034K
贺灿飞,地理研究 .,"2018 ,37 (07)",外资企业出口溢出与内资企业的出口市场开拓,"朱晟君1 胡绪千1,2 贺灿飞1,2",1.北京大学城市与环境学院 2.北京大学林肯研究院城市发展与土地政策研究中心,下载：1060,页码：1391-1405,页数：15,大小：1017K
贺灿飞,地理研究 .,"2018 ,37 (07)",贸易开放条件下的区域分工与工业污染排放,毛熙彦1 贺灿飞2,1.南京大学地理与海洋科学学院 2.北京大学城市与环境学院,下载：1077,页码：1406-1420,页数：15,大小：1242K
贺灿飞,地理研究 .,"2018 ,37 (07)",区域产业发展演化:路径依赖还是路径创造?,贺灿飞,北京大学城市与环境学院,下载：7074,页码：1253-1267,页数：15,大小：1259K
贺灿飞,地理研究 .,"2018 ,37 (07)",中国新企业成立空间差异的影响因素——以金属制品业为例,史进1 贺灿飞2,1.浙江工业大学经贸管理学院 2.北京大学城市与环境学院,下载：1468,页码：1282-1296,页数：15,大小：1172K
贺灿飞,内蒙古师范大学学报(自然科学汉文版) .,"2018 ,47 (04)",深圳市污染型企业环境行为研究——基于企业异质性的微观视角,杨文韬1 周沂1 李振发2 贺灿飞1,1.北京大学城市与环境学院 2.北京大学城市规划与设计学院,下载：313,页码：338-342,页数：5,大小：1077K
贺灿飞,财贸经济 .,"2018 ,39 (06)",集聚类型与中国出口产品演化——基于产品技术复杂度的研究,周沂1 贺灿飞2,1.四川大学经济学院 2.北京大学城市与环境学院,下载：2301,页码：115-129,页数：15,大小：589K
贺灿飞,中国人口·资源与环境 .,"2018 ,28 (06)",地方政府竞争、环境规制与中国城市空气污染,"朱向东1,2 贺灿飞1,2 李茜3 毛熙彦4",1.北京大学城市与环境学院 2.北京大学-林肯研究院城市发展与土地政策研究中心 3.中国环境监测总站 4.南京大学地理与海洋科学学院,下载：3874,页码：103-110,页数：8,大小：138K
贺灿飞,经济地理 .,"2018 ,38 (03)",贸易保护背景下中国光伏产业空间格局及其影响因素,"朱向东1,2 贺灿飞1,2 毛熙彦3 李伟1,2",1.北京大学城市与环境学院 2.北京大学—林肯研究院城市发展与土地政策研究中心 3.南京大学地理与海洋科学学院,下载：2299,页码：98-105,页数：8,大小：2874K
贺灿飞,城市发展研究 .,"2018 ,25 (03)",大型企业增长与城市发展之间的互动关系,"徐梦冉1 贺灿飞1,2 刘鑫3",1.北京大学城市与环境学院 2.北京大学——林肯研究院城市发展与土地政策研究中心 3.北京大学附属中学,下载：755,页码：88-96,页数：9,大小：256K
贺灿飞,地理科学进展 .,"2018 ,37 (02)",演化经济地理视角下的技术关联研究进展,"郭琪1 贺灿飞2,3",1.南开大学经济与社会发展研究院 2.北京大学城市与环境学院 3.北京大学—林肯研究院城市发展与土地政策研究中心,下载：3011,页码：229-238,页数：10,大小：1022K
贺灿飞,世界地理研究 .,"2018 ,27 (01)",邻近性与中国企业出口市场的地理扩张,黎明1 郭琪2 贺灿飞1,1.北京大学城市与环境学院 2.南开大学经济与社会发展研究院,下载：687,页码：1-11,页数：11,大小：446K
